"Ntsb_No","Event_Type","Mkey","Event_Date","City","State","Country","Report_No","N","Has_Safety_Rec","Report_Type","Original_Publish_Date","Highest_Injury_Level","Fatal_Injury_Count","Serious_Injury_Count","Minor_Injury_Count","Probable_Cause","Event_ID","Latitude","Longitude","Make","Model","AirCraft_Category","Airport_ID","Airport_Name","Amateur_Built","Number_Of_Engines","Scheduled","Purpose_Of_Flight","FAR","AirCraft_Damage","Weather_Condition","Operator","Report_Status","Rep_Gen_Flag","Docket_Url","Docket_Publish_Date","event_year","operator_type","sms_keywords"
"DCA18CA001","ACC","96133",2017-10-02,"Chicago","Illinois","United States",NA,"N930WN","FALSE","DirectorBrief","2020-06-08T04:00:00Z","None","0","0","0","the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.",NA,"41.79","-87.75","BOEING","737 7H4","AIR","KMDW","Chicago Midway International A","FALSE","2","SCHD",NA,"121","Substantial","VMC","Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96133","2020-07-15 02:00:00",2017,"Commercial","Technical"
"DCA17CA214","ACC","96122",2017-09-30,"Arlington","Virginia","United States",NA,"N841NN, N982VJ","FALSE","DirectorBrief","2018-09-05T04:00:00Z","None","0","0","0","The failure N841NNs captain to maintain appropriate clearance from N982VJ, which was stopped on the taxiway.",NA,"38.9","-77.03","BOEING, AIRBUS","737 823, A321 231","AIR,AIR","DCA","Reagan National","FALSE,FALSE","2,2","SCHD",",","121121","Minor,Substantial","VMC","American Airlines,American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96122","2018-08-13 13:38:00",2017,"Commercial","Technical"
"ENG17IA036","INC","95957",2017-09-06,"Las Vegas","Nevada","United States",NA,"N686DA","FALSE","DirectorBrief","2019-09-30T04:00:00Z","None","0","0","0","A No. 1 (left) engine undercowl fire caused by a fuel nozzle installation error during engine overhaul at Delta TechOps. A fuel nozzle b-nut was cross threaded, which allowed fuel to leak on hot engine case surfaces and subsequently ignite.",NA,"36.08","-115.15","BOEING","757 232","AIR","LAS","Mc Carran Intl","FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95957","2019-09-24 14:51:00",2017,"Other","Technical"
"DCA17CA181","ACC","95831",2017-08-15,"Queens","New York","United States",NA,"N377DA, N175AN","FALSE","DirectorBrief","2020-07-08T04:00:00Z","None","0","0","0","the Delta B737 captain's failure to maintain proper clearance between his airplane and the stopped American B757.",NA,"40.65","-73.77","BOEING, Boeing","737 832, 757","AIR,AIR","JFK","JOHN F KENNEDY INTL","FALSE,FALSE","2,2","SCHD",",","121121","Minor,Substantial","VMC","Delta Air Lines,American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95831","2020-08-13 14:00:00",2017,"Commercial","Technical"
"DCA17IA148","INC","95528",2017-07-08,"San Francisco","California","United States","AIR1801","C-FKCK","TRUE","Report","2018-10-26T04:00:00Z","None","0","0","0","The flight crew's misidentification of taxiway C as the intended landing runway, which resulted from the crewmembers' lack of awareness of the parallel runway closure due to their ineffective review of notice to airmen (NOTAM) information before the flight and during the approach briefing. Contributing to the incident were (1) the flight crew's failure to tune the instrument landing system frequency for backup lateral guidance, expectation bias, fatigue due to circadian disruption and length of continued wakefulness, and breakdowns in crew resource management and (2) Air Canada's ineffective presentation of approach procedure and NOTAM information.",NA,"37.62","-122.36","Airbus","A320-211","AIR","SFO","San Francisco International","FALSE","2","SCHD",NA,"129","None","VMC","Air Canada","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95528","2018-05-02 17:00:00",2017,"Other","Human Factors"
"DCA17LA182","ACC","95552",2017-07-02,"Denver","Colorado","United States",NA,"N796SK","FALSE","DirectorBrief","2022-05-27T04:00:00Z","None","0","0","0","The fuel supply tube fitting pulling out of the left engine’s operability bleed valve (OBV) during the landing rollout, allowing fuel to leak and contact hot engine cases, which ignited a fire that caused thermal damage to the engine pylon. Contributing to the fitting pullout from the OBV was an undetected progressive environmental control system (ECS) support link wear condition that allowed excessive OBV movement relative to the engine, and the lack of alignment instructions in the base engine assembly drawing and the lack of maintenance tasks to assess the operational condition of the ECS links.",NA,"39.86","-104.67","BOMBARDIER INC","CL 600 2C10","AIR","KDEN","Denver International Airport","FALSE","2","SCHD",NA,"121","Substantial","Unknown","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95552","2022-05-26 18:00:00",2017,"Commercial","Technical"
"DCA17CA147","ACC","95481",2017-06-30,"Chicago","Illinois","United States",NA,"N991AU, N862AS","FALSE","DirectorBrief","2018-03-09T05:00:00Z","None","0","0","0","the A321 flight crew's incorrect evaluation of the clearance between the aircraft, leading to the inadvertent collision with the horizontal stabilizer of the CRJ200.  Contributing to the accident was traffic congestion that resulted in the CRJ200 having to stop prior to fully clearing the perpendicular taxiway.",NA,"41.98","-87.9","AIRBUS, BOMBARDIER INC","A321 231, CL 600 2B19","AIR,AIR","KORD","Chicago O'Hare International A","FALSE,FALSE","2,2","SCHD",",","121121","Minor,Substantial","VMC","American Airlines,SkyWest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95481","2018-03-12 12:28:00",2017,"Commercial","Other"
"DCA17LA145","ACC","95431",2017-06-23,"Atlanta","Georgia","United States",NA,"N315DN","FALSE","DirectorBrief","2021-06-08T04:00:00Z","None","0","0","0","The first officer's improper landing flare, which resulted in a hard, bounced landing, and the flight crew’s improper bounced landing recovery procedures.",NA,"33.65","-84.42","AIRBUS","A321","AIR","ATL","Hartsfield - Jackson Atlanta I","FALSE","2","SCHD",NA,"121","Substantial","VMC","Delta Air Lines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95431","2021-07-13 04:00:00",2017,"Other","Human Factors"
"ENG17IA028","INC","95345",2017-06-10,"Chicago","Illinois","United States",NA,"N715SK","FALSE","DirectorBrief","2019-05-03T04:00:00Z","None","0","0","0","A Bombardier CRJ700 No. 1 engine failure caused by buckling of the combustion outer liner due to fatigue cracks. The liner buckling resulted in airflow disruption and reduced engine performance. The engine fuel control unit attempted to compensate for the decrease in engine performance by increasing the fuel flow rate. The combustion liner damage and increased fuel flow led to incomplete combustion of the fuel injected into the combustion chamber. Unconsumed fuel then ignited downstream of the combustion chamber (delayed ignition) and resulted in high pressure turbine thermal damage, and the eventual separation of a high pressure turbine 2nd stage nozzle vane segment. The separated vane segment subsequently caused low pressure turbine case burn through and catastrophic impact damage to the high and low pressure turbine stages.",NA,"41.99","-87.9","BOMBARDIER INC","CL 600 2C10","AIR","ORD","Chicago O'Hare Intl","FALSE","2","SCHD",NA,"121","Minor","Unknown","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95345","2019-05-01 13:00:00",2017,"Commercial","Technical"
"ENG17IA027","INC","95321",2017-06-03,"Washington","District of Columbia","United States",NA,"N765SW","FALSE","DirectorBrief","2018-06-26T04:00:00Z","None","0","0","0","The failure the control alternator gearshaft, which disconnected the accessory gearbox from the rest of the engine and resulted in an uncommanded in-flight shutdown of the left engine and subsequent flight diversion.  The control alternator gearshaft failed because of high cycle fatigue intergranular corrosion cracking.  Contributing to the failure of the control alternator gearshaft were additional manufacturing processing steps to address part non-conformances that reduced its high cycle fatigue capability and potential change in vibratory environment since the last shop visit.",NA,"38.95","-77.45","BOEING","737 7H4","AIR","IAD","WASHINGTON DULLES INTL","FALSE","2","SCHD",NA,"121","Minor","Unknown","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95321","2018-06-20 15:17:00",2017,"Commercial","Technical"
"DCA17LA122","ACC","95216",2017-05-20,"Raleigh","North Carolina","United States",NA,"N633DL","FALSE","DirectorBrief","2020-09-22T04:00:00Z","None","0","0","0","the first officer's failure to attain a proper landing flare, which resulted in a tail strike.",NA,"35.88","-78.8","BOEING","757","AIR","KRDU","Raleigh-Durham International","FALSE","2","SCHD",NA,"121","Substantial","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95216","2020-10-20 14:00:00",2017,"Other","Technical"
"GAA17CA207","ACC","94921",2017-03-24,"Salt Lake City","Utah","United States",NA,"N551BC","FALSE","DirectorBrief","2017-06-07T04:00:00Z","None","0","0","0","An in-flight collision with a goose during approach.",NA,"40.8","-112","CESSNA","550","AIR","SLC","SALT LAKE CITY INTL","FALSE","2",NA,"PERS","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94921","2017-05-08 14:53:00",2017,"Other","Other"
"ENG17IA017","INC","94889",2017-03-19,"Dayton","Ohio","United States",NA,"N881GA","FALSE","DirectorBrief","2018-04-10T04:00:00Z","None","0","0","0","The probable cause of the No. 2 (right) engine fire was an uncontained generator failure. Deformed rotating generator components and/or metal fragments radially released by the generator severed the constant speed drive-to-oil cooler return line located adjacent to the generator and caused oil to spray onto hot generator and engine case surfaces that subsequently ignited.",NA,"39.9","-84.22","DOUGLAS","DC 9 83","AIR","DAY","JAMES M COX DAYTON INTL","FALSE","2","SCHD",NA,"121","None","Unknown","Allegiant Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94889","2018-03-29 16:29:00",2017,"Other","Technical"
"DCA17CA064","ACC","94720",2017-02-15,"Charlotte","North Carolina","United States",NA,"N709PS","FALSE","DirectorBrief","2020-07-08T04:00:00Z","None","0","0","0","collision with a deer during takeoff.",NA,"35.21","-80.95","BOMBARDIER INC","CL 600 2C10","AIR","CLT","Charlotte/Douglas Intl","FALSE","2","SCHD",NA,"121","Substantial","VMC","PSA Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94720","2020-08-17 14:01:00",2017,"Commercial","Other"
"ENG17IA008","INC","94641",2017-01-23,"Baltimore","Maryland","United States",NA,"N8986B","FALSE","DirectorBrief","2019-05-03T04:00:00Z","None","0","0","0","A Bombardier CRJ200 No. 2 engine failure due to the separation of a fan blade airfoil at a low cycle fatigue crack that originated at the forward fan blade pin hole attachment. The separated fan blade had previously undergone a hot form repair and both metallurgical analysis and repair records indicated that the lance/shot peen step required to restore sufficient residual stress levels to the blade material was not completed.",NA,"39.18","-76.67","BOMBARDIER INC","CL 600 2B19","AIR","BWI","Baltimore/Washington Intl Thur","FALSE","2","SCHD",NA,"121","None","Unknown","Endeavor Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94641","2019-05-01 13:08:00",2017,"Other","Technical"
"GAA17CA117","ACC","94627",2017-01-17,"Vernon","Utah","United States",NA,"N20361","FALSE","DirectorBrief","2017-07-05T04:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from mountainous terrain.",NA,"40.02","-112.53","AIR TRACTOR INC","AT 802","AIR",NA,NA,"FALSE","1",NA,"AAPL","137","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94627","2017-06-13 19:38:00",2017,"Other","Technical"
"CEN17LA136","ACC","94895",2016-12-05,"Port Aransas","Texas","United States",NA,"N75WL","FALSE","DirectorBrief","2018-11-15T05:00:00Z","None","0","0","0","An in-flight collision with multiple birds, which resulted in separation of the right engine's fan rotor and subsequent total loss of power of the right engine.",NA,"27.81","-97.09","CESSNA","550","AIR","CRP","CORPUS CHRISTI INTL","FALSE","2",NA,"POSI","91","Substantial","VMC","D C AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94895","2018-08-02 20:18:00",2016,"Other","Technical"
"CEN17LA047","ACC","94456",2016-12-04,"Gunnison","Colorado","United States",NA,"N332SE","FALSE","DirectorBrief","2017-06-20T04:00:00Z","None","0","0","0","The pilot’s failure to fly a stabilized approach and his inadequate landing flare, which resulted in a hard landing. Contributing to the accident was the pilot’s failure to ensure that the airplane was properly serviced with fuel before departing on the flight.",NA,"38.53","-106.93","CESSNA","Citation 500","AIR","GUC","Gunnison-Crested Butte Airport","FALSE","2",NA,"BUS","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94456","2017-04-20 16:35:00",2016,"Other","Technical"
"ENG17IA006","INC","94480",2016-11-29,"Kansas","Illinois","United States",NA,"N367CA","FALSE","DirectorBrief","2018-03-07T05:00:00Z","None","0","0","0","The probable cause of the uncontained No. 1 (left) engine failure was a separated high pressure turbine 2nd stage blade that failed due to a fatigue crack that originated below the blade platform from an area of corrosion.",NA,"39.5","-87.93","BOMBARDIER INC","CL 600 2C10","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","GoJet Airlines, LLC.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94480","2018-03-07 16:24:00",2016,"Commercial","Technical"
"GAA17IA083","INC","94449",2016-11-28,"Salinas","California","United States",NA,"N22AF","FALSE","DirectorBrief","2018-11-05T05:00:00Z","None","0","0","0","The pilot's failure to maintain clearance from a parked helicopter.",NA,"36.66","-121.61","CESSNA","560","AIR","SNS","SALINAS MUNI","FALSE","2",NA,"PERS","91","Minor","VMC","BILL MASSA CO INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94449","2018-03-01 17:34:00",2016,"Other","Technical"
"DCA17MA022","ACC","94310",2016-10-28,"Fort Lauderdale","Florida","United States",NA,"N370FE","FALSE","BoardBrief","2018-08-23T04:00:00Z","None","0","0","0","The failure of the left main landing gear (MLG) due to fatigue cracking that initiated at a corrosion pit. The pit formed in the absence of a required protective cadmium coating the cause of which could not be determined from available evidence. Contributing to the failure of the left MLG was the operator's overhaul limit, which exceeded that recommended by the airplane manufacturer without sufficient data and analysis to ensure crack detection before it progressed to failure.",NA,"26.08","-80.14","MCDONNELL DOUGLAS","MD 10-10F","AIR","FLL","FORT LAUDERDALE/HOLLYWOOD INTL","FALSE","3","NSCH",NA,"121","Substantial","VMC","FedEx Express","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94310","2018-07-17 20:57:00",2016,"Commercial","Technical"
"DCA17IA020","INC","94307",2016-10-27,"New York","New York","United States",NA,"N278EA","FALSE","BoardBrief","2017-09-18T04:00:00Z","None","0","0","0","The first officer's failure to attain the proper touchdown point and the flight crew's failure to call for a go-around, which resulted in the airplane landing more than halfway down the runway. Contributing to the incident were, the first officer's initiation of the landing flare at a relatively high altitude and his delay in reducing the throttles to idle, the captain's delay in manually deploying the speed brakes after touchdown, the captain's lack of command authority, and a lack of robust training provided by the operator to support the flight crew's decision-making concerning when to call for a go-around.",NA,"40.77","-73.89","BOEING","737 7L9","AIR","LGA","New Yor La Guardia","FALSE","2","NSCH",NA,"121","Minor","IMC","Eastern Airlines Group, Inc.,","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94307","2017-06-01 17:30:00",2016,"Commercial","Human Factors"
